id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm97467,Tinker Bell and the Great Fairy Rescue,MOVIE,2010,G,76,['animation'],"['US', 'IN']",,,,,38.175,6.6
tm149604,Space Buddies,MOVIE,2009,G,84,"['comedy', 'drama']","['US', 'CA']",,,,,10.87,5.8
tm114043,George of the Jungle 2,MOVIE,2003,PG,87,['comedy'],"['AU', 'US']",,,,,16.371,4.4
tm33025,Bambi II,MOVIE,2006,G,70,"['drama', 'family', 'animation']",['US'],,,,,36.437,6.5
tm89348,Camp Rock 2: The Final Jam,MOVIE,2010,PG,104,"['comedy', 'music', 'romance', 'family']",['US'],,tt1252380,5.2,18312,25.114,6.3
tm135875,The Jungle Book 2,MOVIE,2003,G,72,"['animation', 'comedy', 'family', 'fantasy']",['US'],,tt0283426,5.3,16247,14.063,5.9
tm138521,Inspector Gadget 2,MOVIE,2003,G,88,['action'],['AU'],,,,,7.331,4.1
tm130570,Piglet's Big Movie,MOVIE,2003,G,75,"['animation', 'family', 'comedy']",['US'],,tt0323642,6.1,7794,9.088,6.7
tm50237,Halloweentown II: Kalabar's Revenge,MOVIE,2001,G,81,"['horror', 'fantasy', 'family']",['US'],,tt0274761,6.3,8848,8.13,6.9
tm140455,Full-Court Miracle,MOVIE,2003,,90,"['drama', 'family', 'sport']",['US'],,tt0382142,5.7,1019,5.228,5.5
tm118930,Cinderella II: Dreams Come True,MOVIE,2002,G,73,"['animation', 'romance']","['JP', 'US']",,,,,72.448,6.1
tm151507,Tinker Bell and the Lost Treasure,MOVIE,2009,G,81,['fantasy'],"['IN', 'US']",,,,,48.374,6.8
ts22091,My Friends Tigger & Pooh,SHOW,2007,TV-Y,24,"['action', 'animation', 'family']",['US'],3,tt0805905,5.8,448,13.842,6.7
tm100013,The Search for Santa Paws,MOVIE,2010,G,89,"['family', 'action']",['CA'],,,,,8.059,6.3
tm55791,The Luck of the Irish,MOVIE,2001,G,86,"['comedy', 'sport', 'drama', 'family', 'fantasy']",['US'],,tt0274636,6.1,7759,6.789,6.1
tm43840,Lady and the Tramp II: Scamp's Adventure,MOVIE,2001,G,69,['romance'],"['AU', 'US']",,,,,19.861,6.4
ts44218,JONAS L.A.,SHOW,2009,TV-G,21,"['comedy', 'family', 'music', 'reality']",['US'],2,tt1044418,4.6,6030,11.409,7.8
tm118639,Cadet Kelly,MOVIE,2002,G,101,"['comedy', 'family', 'drama']","['CA', 'US']",,tt0294425,5.4,14190,10.811,6.2
tm137667,Santa Buddies,MOVIE,2009,G,88,"['action', 'family']","['US', 'CA']",,,,,8.84,5.9
tm115095,Tarzan & Jane,MOVIE,2002,G,75,"['family', 'animation']",['US'],,,,,16.899,6
tm74862,Cinderella III: A Twist in Time,MOVIE,2007,G,70,['romance'],['US'],,,,,65.504,6.5
tm93041,Zenon: Z3,MOVIE,2004,,95,"['scifi', 'comedy', 'family']",['US'],,tt0379060,5.2,2689,5.668,5.5
ts21443,Great Migrations,SHOW,2010,TV-PG,50,['documentation'],['US'],1,tt1769803,8.1,815,4.79,8.2
tm26958,Return to Halloweentown,MOVIE,2006,G,88,"['fantasy', 'family', 'horror', 'scifi', 'action', 'comedy']",['US'],,tt0816520,5.4,6575,7.309,6.6
tm78580,Jump In!,MOVIE,2007,,85,"['romance', 'sport', 'comedy', 'drama', 'family']",['US'],,tt0805559,5.3,7639,10.21,6.3
tm22646,Brother Bear 2,MOVIE,2006,G,73,['animation'],['US'],,,,,47.406,6.7
tm109078,The Hunchback of Notre Dame II,MOVIE,2002,G,68,['comedy'],['US'],,,,,28.563,5.3
tm2125,101 Dalmatians II: Patch's London Adventure,MOVIE,2002,G,74,['animation'],['US'],,,,,57.796,6
tm97013,Monster Truck Mater,MOVIE,2010,,5,['comedy'],['US'],,,,,7.56,6.1
ts26491,Wild Russia,SHOW,2008,TV-PG,44,"['documentation', 'european']",['DE'],1,tt1489868,8.4,626,5.722,7.9
tm185472,Twitches,MOVIE,2005,PG,86,"['fantasy', 'comedy', 'drama', 'family']",['US'],,tt0467421,5.6,8214,20.572,6.8
tm35977,Like Mike 2: Streetball,MOVIE,2006,PG,96,"['comedy', 'drama', 'family']",['US'],,,,,9.377,5.4
tm89841,Halloweentown High,MOVIE,2004,G,82,"['action', 'comedy', 'family', 'fantasy']",['US'],,tt0414078,6.1,7255,10.753,6.5
tm84442,Teacher's Pet,MOVIE,2004,PG,74,"['animation', 'scifi', 'comedy', 'family', 'fantasy', 'music']",['US'],,tt0350194,5.7,1790,5.136,6.1
tm43952,Tokyo Mater,MOVIE,2008,,6,['comedy'],['US'],,,,,7.691,6.1
tm36111,Lifted,MOVIE,2006,G,5,['animation'],['US'],,,,,9.45,7.5
tm172969,Jack-Jack Attack,MOVIE,2005,,5,['animation'],['US'],,,,,11.062,7.3
tm138041,Unidentified Flying Mater,MOVIE,2009,,4,['comedy'],['US'],,,,,4.995,6.2
tm33904,Read It and Weep,MOVIE,2006,G,90,"['drama', 'animation', 'comedy', 'family', 'romance']",['US'],,tt0494716,5.5,5487,11.279,5.7
tm185245,Go Figure,MOVIE,2005,G,88,"['comedy', 'drama', 'action', 'family', 'romance', 'sport']",['US'],,tt0447987,5.6,3705,9.561,5.9
tm27800,The Cheetah Girls 2,MOVIE,2006,G,96,"['music', 'family', 'comedy', 'drama']",['US'],,tt0800318,4.9,6298,10.211,6.3
tm138227,The Cheetah Girls,MOVIE,2003,G,93,"['drama', 'comedy', 'family', 'music']","['CA', 'US']",,tt0991656,4.7,7905,10.674,6
tm48496,Presto,MOVIE,2008,G,5,['animation'],['US'],,,,,9.37,7.8
tm118766,Winnie the Pooh: A Very Merry Pooh Year,MOVIE,2002,G,65,"['animation', 'comedy', 'drama', 'family', 'fantasy']",['US'],,tt0324572,6.6,2510,9.739,6.8
tm163426,Now You See It...,MOVIE,2005,G,83,"['drama', 'family', 'fantasy']",['US'],,tt0426568,6.1,2496,5.742,5.8
tm40817,College Road Trip,MOVIE,2008,G,83,"['comedy', 'drama', 'family']",['US'],,tt0997047,4.3,16021,9.588,5.6
tm103939,Tru Confessions,MOVIE,2002,G,83,"['drama', 'family', 'comedy']","['CA', 'US']",,tt0296251,7.5,3201,5.849,6.7
tm156660,Partly Cloudy,MOVIE,2009,G,6,['comedy'],['US'],,,,,8.479,7.8
tm28463,Cow Belles,MOVIE,2006,G,90,"['romance', 'family', 'comedy']",['US'],,tt0491716,5.2,6380,9.198,5.5
tm144844,Dug's Special Mission,MOVIE,2009,G,5,['comedy'],['US'],,,,,10.876,7
tm53948,Morning Light,MOVIE,2008,PG,98,"['documentation', 'sport', 'drama']",['US'],,tt1198405,5.7,389,1.873,6
tm80921,Stuck in the Suburbs,MOVIE,2004,G,76,"['comedy', 'family', 'music']",['US'],,tt0410696,5.5,4029,9.105,5.9
tm113905,Mike's New Car,MOVIE,2002,G,4,['animation'],['US'],,,,,9.245,6.9
tm84173,Twitches Too,MOVIE,2007,PG,83,"['fantasy', 'horror', 'thriller', 'drama', 'family']",['US'],,tt1017465,5.6,4980,18.611,6.8
tm32146,Wendy Wu: Homecoming Warrior,MOVIE,2006,G,90,"['action', 'family', 'fantasy', 'romance', 'scifi']",['US'],,tt0790781,5.3,6524,15.602,6.1
tm146421,The Boys: The Sherman Brothers' Story,MOVIE,2009,PG,101,"['documentation', 'music']",['US'],,tt1015971,7.7,1154,9.354,7.4
tm90911,Day & Night,MOVIE,2010,G,6,['animation'],['US'],,,,,7.415,7.7
tm75293,Your Friend the Rat,MOVIE,2007,G,11,['animation'],['US'],,,,,18.775,6.7
tm338281,Recess: Taking the Fifth Grade,MOVIE,2003,G,63,"['animation', 'family', 'comedy']",['US'],,,,,8.1,6.3
tm27265,Mater and the Ghostlight,MOVIE,2006,G,7,['animation'],['US'],,,,,10.291,6.2
tm42743,Rescue Squad Mater,MOVIE,2008,,3,"['action', 'animation']",['US'],,,,,5.882,6
tm103593,Den Brother,MOVIE,2010,,89,"['family', 'romance', 'sport']",['US'],,tt1376699,5.3,2008,8.199,6
tm30316,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,MOVIE,2008,G,82,"['documentation', 'music']",['US'],,tt1127884,2.5,12002,7.174,6.1
tm115596,The Scream Team,MOVIE,2002,,88,"['fantasy', 'comedy', 'family', 'horror']",['US'],,tt0313634,6.3,1208,4.638,6.3
tm135648,Recess: All Growed Down,MOVIE,2003,G,61,['animation'],['XX'],,,,,6.175,6.1
tm108005,Gotta Kick It Up!,MOVIE,2002,G,78,"['comedy', 'drama', 'family']",['US'],,tt0299943,5.6,1801,5.257,6.7
tm141309,Skyrunners,MOVIE,2009,G,92,"['comedy', 'action', 'drama', 'family', 'scifi']",['US'],,tt1479534,5,1288,7.317,4.9
tm119103,Double Teamed,MOVIE,2002,G,92,"['drama', 'family', 'sport']",['US'],,tt0285528,5.9,3603,5.302,6.1
tm145752,Eddie's Million Dollar Cook Off,MOVIE,2003,G,85,"['comedy', 'sport', 'family']",['US'],,tt0365149,5.9,2879,4.598,5.9
tm92184,Heavy Metal Mater,MOVIE,2010,,4,['animation'],['US'],,,,,6.923,6.1
tm147121,Dadnapped,MOVIE,2009,G,84,"['action', 'comedy', 'crime', 'family']",['US'],,tt1090750,4.7,3040,9.62,5.2
tm42235,Jumping Ship,MOVIE,2001,G,92,"['comedy', 'drama', 'family']",['US'],,tt0271172,6,1875,4.578,6.5
tm28759,Minutemen,MOVIE,2008,G,91,"['scifi', 'comedy', 'family', 'romance', 'thriller']",['US'],,tt1072755,5.8,5949,12.05,5.7
tm132504,Prep & Landing,MOVIE,2009,G,22,"['fantasy', 'family', 'animation', 'comedy']",['US'],,tt1474311,7.6,3339,7.357,7
tm33408,The Cheetah Girls: One World,MOVIE,2008,G,90,"['drama', 'comedy', 'family', 'animation', 'romance', 'war']",['US'],,tt1013542,4.5,4437,9.685,6.1
tm46442,Three Days,MOVIE,2001,,91,"['drama', 'fantasy', 'family']",['US'],,tt0238662,6.8,1096,3.129,6.1
tm138168,Boundin',MOVIE,2003,G,5,['comedy'],['US'],,,,,9.539,6.6
tm77963,Johnny Kapahala: Back on Board,MOVIE,2007,,90,"['drama', 'comedy', 'family', 'sport']",['US'],,tt0942378,5.4,2189,8.643,6
tm44379,Stonehenge: Decoded,MOVIE,2008,PG,92,"['documentation', 'history']",['US'],,tt1245537,6.3,240,2.383,6.9
tm186208,The Proud Family Movie,MOVIE,2005,G,90,"['comedy', 'family', 'fantasy', 'scifi', 'animation']",['US'],,tt0448090,5.3,1753,11.025,5.9
tm129695,The Even Stevens Movie,MOVIE,2003,G,94,"['comedy', 'family']",['US'],,tt0327698,6.1,7020,7.925,5.7
tm80896,Tiger Cruise,MOVIE,2005,,88,"['drama', 'family']",['US'],,tt0397113,5.9,1450,3.959,5.9
tm71993,The Secret of the Magic Gourd,MOVIE,2007,G,85,"['drama', 'family']","['HK', 'US', 'CN']",,tt0496386,5.1,714,33.249,7.3
tm30433,The Fox and the Hound 2,MOVIE,2006,G,69,['animation'],['US'],,,,,52.276,6
tm150525,Jonas Brothers: The Concert Experience,MOVIE,2009,G,76,"['documentation', 'music', 'family']",['US'],,tt1229827,1.6,17472,5.96,6.3
tm93001,Prep & Landing Stocking Stuffer: Operation: Secret Santa,MOVIE,2010,G,7,"['family', 'animation', 'fantasy', 'comedy']",['US'],,tt4955164,6.8,1892,6.99,6.7
tm96601,Moon Mater,MOVIE,2010,G,4,"['animation', 'comedy']",['US'],,,,,3.726,6.1
tm85123,Mickey's Twice Upon a Christmas,MOVIE,2004,G,68,"['animation', 'family']",['US'],,,,,12.43,7.1
tm133875,Destino,MOVIE,2003,PG,7,['animation'],['US'],,,,,8.455,7.2
ts21491,Take Two with Phineas and Ferb,SHOW,2010,TV-G,3,"['comedy', 'family', 'animation']",['US'],2,tt1887491,6.4,337,15.392,7.7
tm26534,Roving Mars,MOVIE,2006,PG,40,['documentation'],['US'],,,,,2.963,7.3
tm130402,Young Black Stallion,MOVIE,2003,G,49,"['drama', 'family', 'action']",['US'],,tt0318850,5.4,1169,8.35,6.7
tm143422,Hatching Pete,MOVIE,2009,,90,"['comedy', 'family']",['US'],,tt1222818,5.3,2746,9.371,5.6
tm34566,Zenon: The Zequel,MOVIE,2001,G,100,"['scifi', 'comedy', 'family']","['NZ', 'US']",,tt0271271,5.7,3873,7.322,5.8
tm168266,One Man Band,MOVIE,2005,G,4,['animation'],['US'],,,,,11.32,7.3
tm49618,Mater the Greater,MOVIE,2008,G,4,['animation'],['US'],,,,,6.387,6
tm179424,Life Is Ruff,MOVIE,2005,PG,84,"['family', 'comedy']",['US'],,tt0450455,4.8,1367,4.334,5.6
tm26303,The Little Matchgirl,MOVIE,2006,G,7,['drama'],['US'],,,,,6.626,7.5
tm97996,Mater Private Eye,MOVIE,2010,G,5,['comedy'],['US'],,,,,5.998,6.2
tm79179,Pixel Perfect,MOVIE,2004,,85,"['scifi', 'fantasy', 'music', 'family', 'comedy']",['US'],,tt0393596,5.6,3619,4.536,5.2
tm153529,Super Rhino,MOVIE,2009,G,5,['comedy'],['US'],,,,,7.324,6
tm130492,You Wish!,MOVIE,2003,,87,"['comedy', 'family', 'fantasy', 'drama']",['US'],,tt0329783,6,1888,5.137,5.7
tm81543,Sacred Planet,MOVIE,2004,G,46,['documentation'],['US'],,,,,3.091,6.6
tm767,'Twas the Night,MOVIE,2001,G,84,"['family', 'comedy']",['US'],,tt0282223,5.2,1031,4.467,5.4
tm69497,Snowglobe,MOVIE,2007,,120,"['scifi', 'fantasy', 'romance', 'comedy', 'family']",['CA'],,tt1068284,5.8,2487,5.49,6.3
tm885767,Secrets of the King Cobra,MOVIE,2010,PG,46,['documentation'],[],,,,,3.226,4
tm77376,Going to the Mat,MOVIE,2004,,96,"['drama', 'family', 'sport']",['US'],,tt0399104,6.7,1419,3.601,6.8
tm138513,Trail of the Panda,MOVIE,2009,G,88,['family'],['CN'],,tt1247700,6.3,206,2.065,8.1
tm43035,Walt & El Grupo,MOVIE,2008,PG,106,"['documentation', 'family']","['US', 'BR']",,tt1223150,6.4,416,2.39,5.9
tm144792,Right on Track,MOVIE,2003,G,89,"['family', 'drama']",['US'],,tt0323810,6.1,1365,5.047,6.5
tm112696,A Ring of Endless Light,MOVIE,2002,,88,"['drama', 'romance', 'family']",['US'],,tt0282123,5.8,1280,5.141,6.8
tm167139,Buffalo Dreams,MOVIE,2005,,90,"['drama', 'family']",['US'],,tt0430932,5.5,534,3.644,5.2
tm33832,Hounded,MOVIE,2001,,91,"['comedy', 'drama', 'family']",['US'],,tt0274557,4.9,1014,4.544,5.2
tm51679,The Poof Point,MOVIE,2001,PG,79,"['comedy', 'family', 'scifi']",['US'],,tt0274728,4.4,559,3.509,5.2
tm155287,Journey to Shark Eden,MOVIE,2009,,60,['documentation'],['US'],,,,,2.938,8.8
tm145649,George & A.J.,MOVIE,2009,G,4,"['animation', 'family']",['US'],,,,,6.146,5.9
tm96153,Big Sur-Wild California,MOVIE,2010,G,47,['documentation'],['US'],,,,,1.601,6
tm87072,America's Heart and Soul,MOVIE,2004,PG,84,"['documentation', 'family']",['US'],,tt0381006,5,681,2.166,3.6
tm142089,Kingdom of the Blue Whale,MOVIE,2009,PG,96,['documentation'],['US'],,tt1403075,6.8,183,5.176,5.8
ts20630,Once Upon a Time,SHOW,2011,TV-PG,43,"['scifi', 'drama', 'fantasy', 'romance']",['US'],7,tt1843230,7.7,220345,112.08,7.2
ts20439,Gravity Falls,SHOW,2012,TV-Y7,23,"['scifi', 'family', 'fantasy', 'animation', 'comedy', 'drama', 'thriller', 'action', 'horror']",['US'],2,tt1865718,8.3,2125,182.728,8.5
tm173805,Pirates of the Caribbean: On Stranger Tides,MOVIE,2011,PG-13,137,"['fantasy', 'action']","['GB', 'US']",,tt1298650,6.6,513684,556.515,6.5
tm165634,X-Men: First Class,MOVIE,2011,PG-13,131,"['action', 'scifi']",['US'],,tt1270798,7.7,678781,3.144,7.3
tm64957,The Avengers,MOVIE,2012,PG-13,143,"['scifi', 'action']",['US'],,tt0848228,8,1353907,262.184,7.7
tm171064,Thor,MOVIE,2011,PG-13,115,"['fantasy', 'action', 'scifi']",['US'],,tt0800369,7,817467,140.695,6.8
tm72333,John Carter,MOVIE,2012,PG-13,132,"['scifi', 'action', 'european']",['US'],,tt0401729,6.6,269059,99.635,6.2
tm162906,Captain America: The First Avenger,MOVIE,2011,PG-13,124,"['scifi', 'action']",['US'],,tt0458339,6.9,818841,102.723,7
tm30584,Wreck-It Ralph,MOVIE,2012,PG,120,"['comedy', 'animation', 'family', 'fantasy', 'scifi']",['US'],,tt1772341,7.7,411592,94.096,7.3
tm64880,Chasing Mavericks,MOVIE,2012,PG,112,"['drama', 'sport']",['US'],,tt1629757,7.1,32630,11.754,7
tm37884,Red Tails,MOVIE,2012,PG-13,125,"['action', 'drama', 'history', 'war']",['US'],,tt0485985,5.9,35424,47.974,6.5
tm167877,We Bought a Zoo,MOVIE,2011,PG,124,"['drama', 'comedy', 'family']",['US'],,tt1389137,7.1,142052,17.087,6.7
tm183353,Gnomeo & Juliet,MOVIE,2011,G,84,"['animation', 'family', 'fantasy', 'romance', 'comedy']","['US', 'GB']",,tt0791305,5.9,54964,28.808,5.8
tm51645,Brave,MOVIE,2012,PG,93,"['comedy', 'fantasy', 'animation', 'family']",['US'],,tt1217209,7.1,401832,91.765,7
ts4693,Brain Games,SHOW,2011,TV-PG,32,"['documentation', 'comedy', 'drama', 'reality', 'family']",['US'],8,tt10341024,8.3,3258,8.181,7.6
ts35950,Wicked Tuna,SHOW,2012,TV-14,45,"['reality', 'action']",['US'],11,tt2191567,6.4,926,13.053,7.8
tm164345,The Muppets,MOVIE,2011,PG,103,"['comedy', 'family']",['US'],,tt1204342,7.1,91680,26.214,6.6
tm160213,Winnie the Pooh,MOVIE,2011,G,63,"['animation', 'family', 'fantasy', 'comedy', 'drama', 'european']",['US'],,tt1449283,7.1,24456,24.107,6.9
ts20443,TRON: Uprising,SHOW,2012,TV-Y7,23,"['action', 'animation', 'scifi', 'family']",['US'],2,tt2312200,8.2,8201,28.492,7.7
tm63238,Frankenweenie,MOVIE,2012,PG,87,"['comedy', 'animation', 'drama', 'family', 'horror', 'scifi', 'thriller']",['US'],,tt1142977,6.9,104697,39.181,6.9
ts20416,Marvel's Ultimate Spider-Man,SHOW,2012,TV-Y7,22,"['action', 'animation', 'comedy', 'family', 'scifi']",['US'],4,tt1722512,7.1,12074,78.659,7.7
ts34163,The Incredible Dr. Pol,SHOW,2011,TV-PG,44,"['reality', 'documentation']",['US'],20,tt2136396,8.6,1634,10.255,8.9
tm57906,Ice Age: Continental Drift,MOVIE,2012,PG,88,"['comedy', 'action', 'family', 'animation', 'drama', 'fantasy']",['US'],,tt1667889,6.5,205716,84.984,6.3
tm171776,Cars 2,MOVIE,2011,G,106,"['animation', 'fantasy', 'comedy', 'family', 'sport', 'drama', 'crime', 'scifi']",['US'],,tt1216475,6.2,181748,96.305,6
ts7273,Doc McStuffins,SHOW,2012,TV-G,22,"['animation', 'family', 'fantasy', 'music']",['US'],6,tt1710295,6.6,2358,54.489,5.5
ts20635,Jessie,SHOW,2011,TV-G,26,"['comedy', 'family', 'drama']",['US'],4,tt1865769,5.9,15400,49.298,8.2
tm68246,Diary of a Wimpy Kid: Dog Days,MOVIE,2012,PG,94,"['comedy', 'family']",['US'],,tt2023453,6.3,25206,26.066,6.3
tm184724,Diary of a Wimpy Kid: Rodrick Rules,MOVIE,2011,PG,99,"['comedy', 'family', 'animation']",['US'],,tt1650043,6.5,30577,41.047,6.6
ts9795,Austin & Ally,SHOW,2011,TV-G,23,"['family', 'music', 'romance', 'comedy', 'drama']",['US'],4,tt1830491,5.8,11336,24.421,8.2
ts90926,UFO Missione Europa,SHOW,2012,TV-PG,43,"['scifi', 'documentation', 'reality']",['US'],1,tt14271936,6.3,19,4.265,10
tm162604,Lemonade Mouth,MOVIE,2011,G,106,"['comedy', 'drama', 'music', 'family']",['US'],,tt1648204,6.9,17454,17.739,7.4
ts20422,Lab Rats,SHOW,2012,TV-Y7,24,"['scifi', 'action', 'comedy', 'drama', 'family']",['US'],4,tt1991564,6.6,5937,42.931,8.4
tm69592,Tangled Ever After,MOVIE,2012,G,6,['comedy'],['US'],,,,,37.515,7.1
ts20677,Captain Jake and the Never Land Pirates,SHOW,2011,TV-Y,26,"['action', 'animation', 'family', 'fantasy']",['US'],4,tt1833403,5.6,1694,37.881,6.9
tm168978,Mars Needs Moms,MOVIE,2011,PG,88,"['animation', 'action', 'family', 'scifi']",['US'],,tt1305591,5.4,22313,25.112,6
tm173830,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,MOVIE,2011,PG-13,4,"['fantasy', 'scifi']",['US'],,,,,12.47,7
tm72065,The Odd Life of Timothy Green,MOVIE,2012,PG,105,"['fantasy', 'drama', 'comedy', 'family']",['US'],,tt1462769,6.6,46739,11.038,7
tm182291,12 Dates of Christmas,MOVIE,2011,PG,89,"['romance', 'fantasy', 'comedy']",['US'],,tt1846442,6.3,6712,9.876,6.1
ts55431,Wild Scandinavia,SHOW,2011,,45,['documentation'],['DE'],1,tt1840877,8,157,3.901,10
tm33264,The Legend of Mor'du,MOVIE,2012,G,6,['animation'],['US'],,,,,7.795,6.1
ts2904,Dog with a Blog,SHOW,2012,TV-G,23,"['comedy', 'drama', 'family', 'fantasy']",['US'],4,tt2222135,4.9,6172,22.766,7.1
ts21221,Kickin' It,SHOW,2011,TV-Y7,23,"['action', 'comedy', 'drama', 'family']",['US'],4,tt1765622,6.4,5689,20.47,8.4
tm173864,Marvel One-Shot: The Consultant,MOVIE,2011,PG-13,4,['scifi'],['US'],,,,,18.22,6.4
ts27755,Randy Cunningham: 9th Grade Ninja,SHOW,2012,TV-G,17,"['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family']",['US'],2,tt2341339,6.7,1192,15.625,7
ts6220,Crash & Bernstein,SHOW,2012,TV-PG,23,"['comedy', 'family']",['US'],2,tt2273734,4.8,772,8.781,8.4
tm178393,Ice Age: A Mammoth Christmas,MOVIE,2011,PG,26,['animation'],['US'],,,,,47.073,6.4
tm62110,Home Alone: The Holiday Heist,MOVIE,2012,PG,87,"['comedy', 'family', 'crime']","['CA', 'US']",,tt2308733,3.5,10254,19.726,5.3
tm36299,Marvel One-Shot: Item 47,MOVIE,2012,PG,12,"['scifi', 'fantasy']",['US'],,,,,12.145,6.5
tm181060,Prom,MOVIE,2011,PG,104,"['comedy', 'drama', 'family', 'romance']",['US'],,tt1604171,5.4,15260,10.952,6.1
ts33722,Minnie's Bow-Toons,SHOW,2011,TV-Y,3,['animation'],['US'],6,tt3008594,6.3,106,15.446,3.9
tm167801,Geek Charming,MOVIE,2011,PG,99,"['comedy', 'drama', 'family', 'romance']",['US'],,tt1835977,6.4,12378,14.867,6.6
ts170651,Unlikely Animal Friends,SHOW,2012,TV-PG,44,['documentation'],['US'],5,tt2181679,7.5,103,3.435,5
tm1104541,The Phantom Cat,MOVIE,2011,,45,['documentation'],[],,,,,0.6,
tm1104511,Return of the Clouded Leopards,MOVIE,2012,PG,45,['documentation'],[],,,,,0.6,10
tm96967,Avalon High,MOVIE,2011,G,91,"['fantasy', 'drama', 'family']",['US'],,tt1614950,5.7,5885,12.244,6.2
tm42177,Paperman,MOVIE,2012,G,7,"['romance', 'thriller']",['US'],,tt3727208,7.1,37,9.008,8
tm170713,Beverly Hills Chihuahua 2,MOVIE,2011,G,85,['comedy'],['US'],,,,,18.123,5.8
ts1546,A.N.T. Farm,SHOW,2011,TV-G,25,"['comedy', 'drama', 'family']",['US'],3,tt1772752,5.1,6867,18.642,7.5
ts22188,Violetta,SHOW,2012,TV-G,44,"['drama', 'family', 'music', 'romance']",['AR'],3,tt2171665,5,2377,35.827,8.3
tm69207,Secret of the Wings,MOVIE,2012,G,92,"['fantasy', 'family', 'animation']","['IN', 'US']",,tt1217213,7,12138,65.425,7.1
tm170139,Phineas and Ferb: The Movie: Across the 2nd Dimension,MOVIE,2011,,78,"['comedy', 'family', 'scifi', 'animation', 'action']",['US'],,tt1825918,7.4,11121,18.852,6.9
tm70151,There's No Place Like Home,MOVIE,2012,,61,['documentation'],['US'],,,,,1.676,6.5
tm166632,Small Fry,MOVIE,2011,G,7,['comedy'],['US'],,,,,12.012,6.9
tm45440,Chimpanzee,MOVIE,2012,G,75,"['documentation', 'family']","['CI', 'UG', 'US']",,tt1222815,7.1,6146,6.301,7.1
tm56951,Frenemies,MOVIE,2012,G,86,"['drama', 'family', 'comedy']","['US', 'CA']",,tt1865368,5.1,4735,9.415,5.9
tm160861,Wings of Life,MOVIE,2011,G,77,"['documentation', 'family']","['FR', 'US']",,tt1222816,7.4,610,6.895,7.1
tm59057,Maggie Simpson in The Longest Daycare,MOVIE,2012,PG,5,['drama'],['US'],,,,,9.94,6.9
tm165063,Sharpay's Fabulous Adventure,MOVIE,2011,G,90,"['music', 'family', 'horror', 'drama', 'sport']","['CA', 'US']",,tt0816523,4.2,26,23.714,6
tm176323,The Suite Life Movie,MOVIE,2011,G,79,"['family', 'action', 'comedy', 'crime', 'drama', 'scifi']",['US'],,tt1754799,5.2,3889,12.344,6.2
tm68510,Beverly Hills Chihuahua 3: Viva la Fiesta!,MOVIE,2012,G,89,['comedy'],['US'],,,,,56.377,6.2
tm68188,Cesar Millan: The Real Story,MOVIE,2012,,45,['documentation'],['US'],,tt3249810,6.9,66,2.577,8.3
tm174926,Teen Spirit,MOVIE,2011,PG-13,81,"['fantasy', 'drama', 'comedy']",['US'],,tt1845866,5.5,7277,8.245,6
tm183850,Hawaiian Vacation,MOVIE,2011,G,6,['comedy'],['US'],,,,,10.513,7
tm69711,Let It Shine,MOVIE,2012,G,101,"['drama', 'family', 'music']",['US'],,tt2537024,6.5,3562,12.949,6.9
ts34269,So Random!,SHOW,2011,TV-G,23,"['comedy', 'family']",['US'],1,tt1934818,4.7,2364,20.413,7.4
tm40501,Girl vs. Monster,MOVIE,2012,PG,89,"['comedy', 'scifi', 'action', 'family', 'fantasy']","['CA', 'US']",,tt2326087,5.5,3074,18.793,6.4
tm64436,Partysaurus Rex,MOVIE,2012,G,7,"['fantasy', 'comedy']",['US'],,,,,8.275,7.2
tm164519,La luna,MOVIE,2012,G,7,"['animation', 'documentation']",['US'],,tt8301570,,,11.15,7.9
tm160178,"Good Luck Charlie, It's Christmas!",MOVIE,2011,,85,"['comedy', 'drama', 'family']",['US'],,tt1828976,6.4,6207,11.407,6.6
tm32685,Time Travel Mater,MOVIE,2012,G,7,"['family', 'animation']",['US'],,,,,9.897,6
tm173633,African Cats,MOVIE,2011,G,89,"['documentation', 'action']",['US'],,tt1223236,7.5,6459,10.059,7.4
tm166883,Spooky Buddies,MOVIE,2011,G,88,['comedy'],"['US', 'CA']",,,,,10.756,6.2
tm172720,Air Mater,MOVIE,2011,G,5,['animation'],['US'],,,,,9.091,5.9
ts78066,Secrets of Wild India,SHOW,2012,TV-PG,49,['documentation'],['GB'],1,tt2718652,8,156,0.922,6
tm895746,America's Greatest Animals,MOVIE,2012,,96,['documentation'],['US'],,,,,3.534,
tm38369,The Mistle-Tones,MOVIE,2012,,90,"['romance', 'comedy', 'family', 'music']",['US'],,tt2490352,6.5,2243,3.41,6.4
tm35507,Treasure Buddies,MOVIE,2012,G,93,"['action', 'family']","['CA', 'US']",,,,,9.986,6.1
tm184543,The Ballad of Nessie,MOVIE,2011,G,6,['fantasy'],['US'],,,,,4.501,6.8
tm166745,Prep & Landing: Naughty vs. Nice,MOVIE,2011,G,22,"['animation', 'comedy', 'family', 'fantasy']",['US'],,tt2069885,7.3,1879,7.197,6.9
